timestamp_unix,target,pid,container_cpu_percent,process_cpu_percent,process_cpu_ticks,vmrss_bytes,vmhwm_bytes,effective_cpu_affinity,cgroup_memory_current_bytes,cgroup_memory_peak_bytes,cgroup_memory_limit_bytes,jvm_heap_available,jvm_heap_used_bytes,jvm_heap_committed_bytes,jvm_heap_max_bytes
1785706053.6826138,hydra,42994,,0.0,408,44601344,44601344,4,86728704,375152640,,False,,,
1785706054.683144,hydra,42994,,46.9862,455,52121600,52121600,4,94273536,375152640,,False,,,
1785706055.6838775,hydra,42994,,44.9782,500,52121600,52121600,4,93913088,375152640,,False,,,
1785706056.684542,hydra,42994,,61.9749,562,59785216,59785216,4,110710784,375152640,,False,,,
1785706057.6851993,hydra,42994,,48.9803,611,65167360,65167360,4,123674624,375152640,,False,,,
1785706058.685702,hydra,42994,,42.988,654,68415488,68415488,4,126939136,375152640,,False,,,
1785706059.6863265,hydra,42994,,51.9785,706,74006528,74006528,4,141119488,375152640,,False,,,
1785706060.6866696,hydra,42994,,,,,,,,,,False,,,
1785706061.6869876,hydra,42994,,,,,,,,,,False,,,
1785706062.6872196,hydra,42994,,,,,,,,,,False,,,
1785706063.6874382,hydra,42994,,,,,,,,,,False,,,
1785706064.6876404,hydra,42994,,,,,,,,,,False,,,
1785706065.6879673,hydra,42994,,,,,,,,,,False,,,
