timestamp_unix,target,pid,container_cpu_percent,process_cpu_percent,process_cpu_ticks,vmrss_bytes,vmhwm_bytes,effective_cpu_affinity,cgroup_memory_current_bytes,cgroup_memory_peak_bytes,cgroup_memory_limit_bytes,jvm_heap_available,jvm_heap_used_bytes,jvm_heap_committed_bytes,jvm_heap_max_bytes
1785706530.9601567,hydra,48109,,0.0,2,9814016,9814016,4,19214336,29351936,,False,,,
1785706531.960687,hydra,48109,,62.9807,65,26693632,26693632,4,36237312,36524032,,False,,,
1785706532.9612408,hydra,48109,,62.9784,128,27238400,27238400,4,36909056,37650432,,False,,,
1785706533.961535,hydra,48109,,,,,,,,,,False,,,
1785706534.961781,hydra,48109,,,,,,,,,,False,,,
1785706535.96201,hydra,48109,,,,,,,,,,False,,,
1785706536.9622471,hydra,48109,,,,,,,,,,False,,,
1785706537.9624653,hydra,48109,,,,,,,,,,False,,,
1785706538.9626725,hydra,48109,,,,,,,,,,False,,,
1785706539.9628785,hydra,48109,,,,,,,,,,False,,,
1785706540.963084,hydra,48109,,,,,,,,,,False,,,
1785706541.9632838,hydra,48109,,,,,,,,,,False,,,
1785706542.9634888,hydra,48109,,,,,,,,,,False,,,
1785706543.9636886,hydra,48109,,,,,,,,,,False,,,
1785706544.963879,hydra,48109,,,,,,,,,,False,,,
1785706545.9641929,hydra,48109,,,,,,,,,,False,,,
1785706546.9644434,hydra,48109,,,,,,,,,,False,,,
1785706547.9646547,hydra,48109,,,,,,,,,,False,,,
1785706548.9648533,hydra,48109,,,,,,,,,,False,,,
1785706549.9650457,hydra,48109,,,,,,,,,,False,,,
1785706550.9652514,hydra,48109,,,,,,,,,,False,,,
1785706551.9654577,hydra,48109,,,,,,,,,,False,,,
1785706552.965652,hydra,48109,,,,,,,,,,False,,,
1785706553.965839,hydra,48109,,,,,,,,,,False,,,
1785706554.9660175,hydra,48109,,,,,,,,,,False,,,
