timestamp_unix,target,pid,container_cpu_percent,process_cpu_percent,process_cpu_ticks,vmrss_bytes,vmhwm_bytes,effective_cpu_affinity,cgroup_memory_current_bytes,cgroup_memory_peak_bytes,cgroup_memory_limit_bytes,jvm_heap_available,jvm_heap_used_bytes,jvm_heap_committed_bytes,jvm_heap_max_bytes
1785706305.2091563,hydra,46299,,0.0,408,44523520,44523520,4,86175744,380125184,,False,,,
1785706306.2096705,hydra,46299,,45.9863,454,52060160,52060160,4,93581312,380125184,,False,,,
1785706307.2103143,hydra,46299,,44.9814,499,52060160,52060160,4,93851648,380125184,,False,,,
1785706308.211039,hydra,46299,,59.9711,559,59736064,59736064,4,109707264,380125184,,False,,,
1785706309.2117403,hydra,46299,,45.9799,605,64544768,64544768,4,123060224,380125184,,False,,,
1785706310.212283,hydra,46299,,43.9864,649,68325376,68325376,4,126840832,380125184,,False,,,
1785706311.2128937,hydra,46299,,46.9814,696,72527872,72527872,4,139333632,380125184,,False,,,
1785706312.2136467,hydra,46299,,56.9724,753,75599872,75759616,4,138293248,380125184,,False,,,
1785706313.214006,hydra,46299,,,,,,,,,,False,,,
1785706314.214261,hydra,46299,,,,,,,,,,False,,,
1785706315.2144485,hydra,46299,,,,,,,,,,False,,,
1785706316.2146945,hydra,46299,,,,,,,,,,False,,,
1785706317.2152786,hydra,46299,,,,,,,,,,False,,,
