timestamp_unix,target,pid,container_cpu_percent,process_cpu_percent,process_cpu_ticks,vmrss_bytes,vmhwm_bytes,effective_cpu_affinity,cgroup_memory_current_bytes,cgroup_memory_peak_bytes,cgroup_memory_limit_bytes,jvm_heap_available,jvm_heap_used_bytes,jvm_heap_committed_bytes,jvm_heap_max_bytes
1785706050.274529,hydra,42994,,0.0,232,28979200,28979200,4,54816768,375152640,,False,,,
1785706051.2750678,hydra,42994,,46.9859,279,36098048,36098048,4,62070784,375152640,,False,,,
1785706052.2755175,hydra,42994,,46.9883,326,36278272,36278272,4,62443520,375152640,,False,,,
1785706053.2761602,hydra,42994,,59.9756,386,43757568,43757568,4,77471744,375152640,,False,,,
1785706054.2767992,hydra,42994,,49.9804,436,48959488,48959488,4,91435008,375152640,,False,,,
1785706055.2774932,hydra,42994,,45.9795,482,52121600,52121600,4,94273536,375152640,,False,,,
1785706056.2782395,hydra,42994,,55.9738,538,58834944,58834944,4,109215744,375152640,,False,,,
1785706057.2789178,hydra,42994,,52.9778,591,62164992,62164992,4,120737792,375152640,,False,,,
1785706058.279443,hydra,42994,,43.987,635,68415488,68415488,4,127188992,375152640,,False,,,
1785706059.2801325,hydra,42994,,44.9798,680,69296128,69296128,4,136347648,375152640,,False,,,
1785706060.2806487,hydra,42994,,59.9826,740,75935744,75935744,4,143495168,375152640,,False,,,
1785706061.2809958,hydra,42994,,,,,,,,,,False,,,
1785706062.2812817,hydra,42994,,,,,,,,,,False,,,
1785706063.281538,hydra,42994,,,,,,,,,,False,,,
1785706064.2818244,hydra,42994,,,,,,,,,,False,,,
1785706065.282096,hydra,42994,,,,,,,,,,False,,,
1785706066.2824142,hydra,42994,,,,,,,,,,False,,,
