timestamp_unix,target,pid,container_cpu_percent,process_cpu_percent,process_cpu_ticks,vmrss_bytes,vmhwm_bytes,effective_cpu_affinity,cgroup_memory_current_bytes,cgroup_memory_peak_bytes,cgroup_memory_limit_bytes,jvm_heap_available,jvm_heap_used_bytes,jvm_heap_committed_bytes,jvm_heap_max_bytes
1785706610.7445233,hydra,49736,,0.0,147,21041152,21041152,4,38744064,379949056,,False,,,
1785706611.745074,hydra,49736,,59.9809,207,28385280,28385280,4,45875200,379949056,,False,,,
1785706612.745726,hydra,49736,,48.9795,256,32501760,32501760,4,58101760,379949056,,False,,,
1785706613.7462816,hydra,49736,,46.9846,303,36040704,36040704,4,61792256,379949056,,False,,,
1785706614.7469227,hydra,49736,,49.9802,353,40714240,40714240,4,74440704,379949056,,False,,,
1785706615.7475731,hydra,49736,,55.9778,409,44642304,44642304,4,86568960,379949056,,False,,,
1785706616.7480946,hydra,49736,,45.9873,455,51748864,51748864,4,93818880,379949056,,False,,,
1785706617.748784,hydra,49736,,42.9803,498,51748864,51748864,4,91668480,379949056,,False,,,
1785706618.7497115,hydra,49736,,61.9654,560,59428864,59428864,4,109838336,379949056,,False,,,
1785706619.7503843,hydra,49736,,45.9818,606,64659456,64659456,4,122953728,379949056,,False,,,
1785706620.7508733,hydra,49736,,43.9884,650,68034560,68034560,4,127008768,379949056,,False,,,
1785706621.7515068,hydra,49736,,47.9803,698,72663040,72663040,4,139812864,379949056,,False,,,
1785706622.751819,hydra,49736,,,,,,,,,,False,,,
1785706623.7521327,hydra,49736,,,,,,,,,,False,,,
1785706624.7523365,hydra,49736,,,,,,,,,,False,,,
1785706625.752568,hydra,49736,,,,,,,,,,False,,,
1785706626.7527766,hydra,49736,,,,,,,,,,False,,,
1785706627.7530813,hydra,49736,,,,,,,,,,False,,,
