timestamp_unix,target,pid,container_cpu_percent,process_cpu_percent,process_cpu_ticks,vmrss_bytes,vmhwm_bytes,effective_cpu_affinity,cgroup_memory_current_bytes,cgroup_memory_peak_bytes,cgroup_memory_limit_bytes,jvm_heap_available,jvm_heap_used_bytes,jvm_heap_committed_bytes,jvm_heap_max_bytes
1785706052.3876207,hydra,42994,,0.0,330,36618240,36618240,4,70025216,375152640,,False,,,
1785706053.3884978,hydra,42994,,61.9677,392,43757568,43757568,4,77619200,375152640,,False,,,
1785706054.3891878,hydra,42994,,48.9806,441,49795072,49795072,4,92000256,375152640,,False,,,
1785706055.3897798,hydra,42994,,45.9838,487,52121600,52121600,4,94330880,375152640,,False,,,
1785706056.39045,hydra,42994,,56.9756,544,59785216,59785216,4,110256128,375152640,,False,,,
1785706057.391181,hydra,42994,,52.9753,597,63000576,63000576,4,121061376,375152640,,False,,,
1785706058.3916988,hydra,42994,,43.9879,641,68415488,68415488,4,127246336,375152640,,False,,,
1785706059.3923502,hydra,42994,,45.9805,687,70582272,70582272,4,137527296,375152640,,False,,,
1785706060.3930066,hydra,42994,,59.9825,747,75935744,75935744,4,143613952,375152640,,False,,,
1785706061.3933537,hydra,42994,,,,,,,,,,False,,,
1785706062.393527,hydra,42994,,,,,,,,,,False,,,
1785706063.3936667,hydra,42994,,,,,,,,,,False,,,
1785706064.39393,hydra,42994,,,,,,,,,,False,,,
1785706065.394146,hydra,42994,,,,,,,,,,False,,,
1785706066.394743,hydra,42994,,,,,,,,,,False,,,
