timestamp	phase	detail
1785717495.286814104	start	expiry-reclamation
1785717495.291932198	ttl-set	1
1785717572.842554071	ttl-after	1
1785717572.844389957	ttl-set	2
1785717651.717763256	ttl-after	2
1785717651.719548391	ttl-set	3
1785717729.853485681	ttl-after	3
1785717729.855315817	ttl-set	4
1785717808.768435808	ttl-after	4
1785717808.770178063	ttl-set	5
1785717888.023070666	ttl-after	5
1785717888.024835041	ttl-set	6
1785717966.247805249	ttl-after	6
