timestamp_unix,target,pid,container_cpu_percent,process_cpu_percent,process_cpu_ticks,vmrss_bytes,vmhwm_bytes,effective_cpu_affinity,cgroup_memory_current_bytes,cgroup_memory_peak_bytes,cgroup_memory_limit_bytes,jvm_heap_available,jvm_heap_used_bytes,jvm_heap_committed_bytes,jvm_heap_max_bytes
1785706303.8691187,hydra,46299,,0.0,330,36560896,36560896,4,69906432,380125184,,False,,,
1785706304.8696368,hydra,46299,,60.9817,391,43667456,43667456,4,76840960,380125184,,False,,,
1785706305.8702755,hydra,46299,,47.9803,439,49422336,49422336,4,91238400,380125184,,False,,,
1785706306.8707597,hydra,46299,,45.988,485,52060160,52060160,4,93704192,380125184,,False,,,
1785706307.87167,hydra,46299,,52.9695,538,59236352,59236352,4,108937216,380125184,,False,,,
1785706308.8726423,hydra,46299,,51.9691,590,62038016,62038016,4,120266752,380125184,,False,,,
1785706309.8731775,hydra,46299,,43.9885,634,68325376,68325376,4,126767104,380125184,,False,,,
1785706310.8739648,hydra,46299,,40.9768,675,68681728,68681728,4,135028736,380125184,,False,,,
1785706311.87443,hydra,46299,,58.9857,734,75841536,75841536,4,142917632,380125184,,False,,,
1785706312.8747027,hydra,46299,,,,,,,,,,False,,,
1785706313.8749735,hydra,46299,,,,,,,,,,False,,,
1785706314.8751333,hydra,46299,,,,,,,,,,False,,,
1785706315.8753,hydra,46299,,,,,,,,,,False,,,
1785706316.875458,hydra,46299,,,,,,,,,,False,,,
1785706317.875764,hydra,46299,,,,,,,,,,False,,,
