timestamp_unix,target,pid,container_cpu_percent,process_cpu_percent,process_cpu_ticks,vmrss_bytes,vmhwm_bytes,effective_cpu_affinity,cgroup_memory_current_bytes,cgroup_memory_peak_bytes,cgroup_memory_limit_bytes,jvm_heap_available,jvm_heap_used_bytes,jvm_heap_committed_bytes,jvm_heap_max_bytes
1785706301.7164648,hydra,46299,,0.0,232,28971008,28971008,4,54312960,380125184,,False,,,
1785706302.7169883,hydra,46299,,46.986,279,36085760,36085760,4,61509632,380125184,,False,,,
1785706303.717499,hydra,46299,,45.9864,325,36233216,36233216,4,61599744,380125184,,False,,,
1785706304.718483,hydra,46299,,56.9646,382,43667456,43667456,4,76988416,380125184,,False,,,
1785706305.7192152,hydra,46299,,49.9785,432,48287744,48287744,4,89944064,380125184,,False,,,
1785706306.719705,hydra,46299,,44.9881,477,52060160,52060160,4,93728768,380125184,,False,,,
1785706307.7206273,hydra,46299,,51.9696,529,57462784,57462784,4,107028480,380125184,,False,,,
1785706308.721312,hydra,46299,,53.9776,583,60919808,60919808,4,118976512,380125184,,False,,,
1785706309.7218134,hydra,46299,,42.9882,626,68325376,68325376,4,126517248,380125184,,False,,,
1785706310.722468,hydra,46299,,45.9807,672,68284416,68288512,4,126042112,380125184,,False,,,
1785706311.7231398,hydra,46299,,52.9785,725,75841536,75841536,4,142827520,380125184,,False,,,
1785706312.7234805,hydra,46299,,,,,,,,,,False,,,
1785706313.723787,hydra,46299,,,,,,,,,,False,,,
1785706314.724016,hydra,46299,,,,,,,,,,False,,,
1785706315.7242036,hydra,46299,,,,,,,,,,False,,,
1785706316.7243807,hydra,46299,,,,,,,,,,False,,,
1785706317.7246907,hydra,46299,,,,,,,,,,False,,,
