timestamp_unix,target,pid,container_cpu_percent,process_cpu_percent,process_cpu_ticks,vmrss_bytes,vmhwm_bytes,effective_cpu_affinity,cgroup_memory_current_bytes,cgroup_memory_peak_bytes,cgroup_memory_limit_bytes,jvm_heap_available,jvm_heap_used_bytes,jvm_heap_committed_bytes,jvm_heap_max_bytes
1785706045.887872,hydra,42994,,0.0,1,8556544,8556544,4,18558976,375152640,,False,,,
1785706046.8886664,hydra,42994,,49.9768,51,18214912,18214912,4,28426240,375152640,,False,,,
1785706047.8895142,hydra,42994,,49.9755,101,20873216,20873216,4,31109120,375152640,,False,,,
1785706048.8901696,hydra,42994,,48.981,150,21762048,21762048,4,39460864,375152640,,False,,,
1785706049.8907087,hydra,42994,,60.9831,211,28618752,28618752,4,46370816,375152640,,False,,,
1785706050.8913429,hydra,42994,,50.9788,262,33374208,33374208,4,59346944,375152640,,False,,,
1785706051.8918538,hydra,42994,,45.987,308,36278272,36278272,4,62246912,375152640,,False,,,
1785706052.8924813,hydra,42994,,53.9778,362,42422272,42422272,4,75997184,375152640,,False,,,
1785706053.893149,hydra,42994,,56.9769,419,46141440,46141440,4,88203264,375152640,,False,,,
1785706054.893846,hydra,42994,,44.9808,464,52121600,52121600,4,94420992,375152640,,False,,,
1785706055.8944895,hydra,42994,,47.9795,512,54312960,54312960,4,104452096,375152640,,False,,,
1785706056.8951375,hydra,42994,,63.975,576,59785216,59785216,4,110440448,375152640,,False,,,
1785706057.8957648,hydra,42994,,43.9829,620,66719744,66719744,4,125104128,375152640,,False,,,
1785706058.8962808,hydra,42994,,43.9872,664,68415488,68415488,4,127279104,375152640,,False,,,
1785706059.8968883,hydra,42994,,50.9799,715,75767808,75767808,4,142639104,375152640,,False,,,
1785706060.8972483,hydra,42994,,,,,,,,,,False,,,
1785706061.8975422,hydra,42994,,,,,,,,,,False,,,
1785706062.897791,hydra,42994,,,,,,,,,,False,,,
1785706063.8980792,hydra,42994,,,,,,,,,,False,,,
1785706064.8982878,hydra,42994,,,,,,,,,,False,,,
