timestamp_unix,target,pid,container_cpu_percent,process_cpu_ticks,vmrss_bytes,vmhwm_bytes,effective_cpu_affinity,cgroup_memory_current_bytes,cgroup_memory_peak_bytes,cgroup_memory_limit_bytes,jvm_heap_available,jvm_heap_used_bytes,jvm_heap_committed_bytes,jvm_heap_max_bytes
1785703670.2137492,redis,30684,48.7094,4643,14561280,27172864,4,7245824,20566016,,False,,,
1785703671.2144563,redis,30684,45.3588,4688,14561280,27172864,4,7245824,20566016,,False,,,
1785703672.215244,redis,30684,45.1365,4733,14561280,27172864,4,7245824,20566016,,False,,,
1785703673.21583,redis,30684,45.2021,4779,14561280,27172864,4,7245824,20566016,,False,,,
1785703674.216381,redis,30684,45.1729,4823,14561280,27172864,4,7245824,20566016,,False,,,
