timestamp_unix,target,pid,container_cpu_percent,process_cpu_ticks,vmrss_bytes,vmhwm_bytes,effective_cpu_affinity,cgroup_memory_current_bytes,cgroup_memory_peak_bytes,cgroup_memory_limit_bytes,jvm_heap_available,jvm_heap_used_bytes,jvm_heap_committed_bytes,jvm_heap_max_bytes
1785703404.3244839,hazelcast,30756,0.0,7805,396091392,400248832,4,376541184,381825024,,False,,,
1785703405.325346,hazelcast,30756,10.9921,7816,396374016,400248832,4,376926208,381825024,,False,,,
1785703406.3259587,hazelcast,30756,1.8041,7818,396374016,400248832,4,376926208,381825024,,False,,,
1785703407.3267446,hazelcast,30756,4.0058,7821,396394496,400248832,4,376963072,381825024,,False,,,
1785703408.3276308,hazelcast,30756,1.3319,7823,396394496,400248832,4,376946688,381825024,,False,,,
1785703409.328233,hazelcast,30756,3.6973,7827,396394496,400248832,4,377057280,381825024,,False,,,
1785703410.3287556,hazelcast,30756,1.362,7828,396394496,400248832,4,377040896,381825024,,False,,,
1785703411.329552,hazelcast,30756,1.4713,7829,396394496,400248832,4,377024512,381825024,,False,,,
1785703412.3306522,hazelcast,30756,3.3421,7832,396460032,400248832,4,377098240,381825024,,False,,,
1785703413.3313172,hazelcast,30756,1.7764,7835,396460032,400248832,4,377229312,381825024,,False,,,
1785703414.3318772,hazelcast,30756,3.435,7838,396460032,400248832,4,377020416,381825024,,False,,,
1785703415.3327563,hazelcast,30756,2.0385,7840,396460032,400248832,4,377200640,381825024,,False,,,
1785703416.3340766,hazelcast,30756,3.4058,7844,396525568,400248832,4,377180160,381825024,,False,,,
1785703417.335009,hazelcast,30756,2.2972,7845,396558336,400248832,4,377237504,381825024,,False,,,
1785703418.335616,hazelcast,30756,1.5356,7847,396558336,400248832,4,377221120,381825024,,False,,,
1785703419.336142,hazelcast,30756,1.6193,7849,396558336,400248832,4,377212928,381825024,,False,,,
1785703420.336693,hazelcast,30756,2.4096,7851,396558336,400248832,4,377294848,381825024,,False,,,
1785703421.337492,hazelcast,30756,3.6162,7855,396578816,400248832,4,377147392,381825024,,False,,,
1785703422.3381503,hazelcast,30756,3.044,7858,396578816,400248832,4,377311232,381825024,,False,,,
1785703423.338962,hazelcast,30756,1.4468,7859,396578816,400248832,4,377552896,381825024,,False,,,
1785703424.3397865,hazelcast,30756,1.4577,7861,396578816,400248832,4,377413632,381825024,,False,,,
1785703425.3404262,hazelcast,30756,2.2939,7863,396578816,400248832,4,377610240,381825024,,False,,,
1785703426.3411694,hazelcast,30756,2.843,7866,396988416,400248832,4,377499648,381825024,,False,,,
1785703427.341868,hazelcast,30756,4.185,7870,396627968,400248832,4,377171968,381825024,,False,,,
1785703428.3425066,hazelcast,30756,2.8792,7873,396627968,400248832,4,377200640,381825024,,False,,,
