timestamp_unix,target,pid,container_cpu_percent,process_cpu_percent,process_cpu_ticks,vmrss_bytes,vmhwm_bytes,effective_cpu_affinity,cgroup_memory_current_bytes,cgroup_memory_peak_bytes,cgroup_memory_limit_bytes,jvm_heap_available,jvm_heap_used_bytes,jvm_heap_committed_bytes,jvm_heap_max_bytes
1785706307.290003,hydra,46299,,0.0,502,52371456,52371456,4,101789696,380125184,,False,,,
1785706308.290514,hydra,46299,,61.9821,564,59736064,59736064,4,109600768,380125184,,False,,,
1785706309.2911332,hydra,46299,,44.983,609,65130496,65130496,4,123437056,380125184,,False,,,
1785706310.2916315,hydra,46299,,42.9882,652,68325376,68325376,4,126685184,380125184,,False,,,
1785706311.2922544,hydra,46299,,48.9798,701,73449472,73449472,4,140042240,380125184,,False,,,
1785706312.2925913,hydra,46299,,,,,,,,,,False,,,
1785706313.292951,hydra,46299,,,,,,,,,,False,,,
1785706314.2932146,hydra,46299,,,,,,,,,,False,,,
1785706315.2933986,hydra,46299,,,,,,,,,,False,,,
1785706316.2936146,hydra,46299,,,,,,,,,,False,,,
1785706317.2939522,hydra,46299,,,,,,,,,,False,,,
