timestamp_unix,target,pid,container_cpu_percent,process_cpu_percent,process_cpu_ticks,vmrss_bytes,vmhwm_bytes,effective_cpu_affinity,cgroup_memory_current_bytes,cgroup_memory_peak_bytes,cgroup_memory_limit_bytes,jvm_heap_available,jvm_heap_used_bytes,jvm_heap_committed_bytes,jvm_heap_max_bytes
1785706300.2466161,hydra,46299,,0.0,147,21213184,21213184,4,38776832,380125184,,False,,,
1785706301.2471461,hydra,46299,,60.9826,208,28581888,28581888,4,45940736,380125184,,False,,,
1785706302.2477787,hydra,46299,,49.9797,258,32743424,32743424,4,58077184,380125184,,False,,,
1785706303.2482975,hydra,46299,,45.9867,304,36233216,36233216,4,61485056,380125184,,False,,,
1785706304.2489264,hydra,46299,,48.9798,353,40927232,40927232,4,74190848,380125184,,False,,,
1785706305.2495723,hydra,46299,,56.9773,410,44822528,44822528,4,86638592,380125184,,False,,,
1785706306.250381,hydra,46299,,45.9793,456,52060160,52060160,4,93786112,380125184,,False,,,
1785706307.2511003,hydra,46299,,42.9804,499,52060160,52060160,4,91889664,380125184,,False,,,
1785706308.2517397,hydra,46299,,61.9757,561,59736064,59736064,4,109387776,380125184,,False,,,
1785706309.2524035,hydra,46299,,45.981,607,64856064,64856064,4,122974208,380125184,,False,,,
1785706310.252915,hydra,46299,,43.9875,651,68325376,68325376,4,126496768,380125184,,False,,,
1785706311.2538466,hydra,46299,,47.9714,699,73011200,73011200,4,140083200,380125184,,False,,,
1785706312.2541678,hydra,46299,,,,,,,,,,False,,,
1785706313.2544475,hydra,46299,,,,,,,,,,False,,,
1785706314.2546496,hydra,46299,,,,,,,,,,False,,,
1785706315.2548275,hydra,46299,,,,,,,,,,False,,,
1785706316.2549994,hydra,46299,,,,,,,,,,False,,,
1785706317.2554111,hydra,46299,,,,,,,,,,False,,,
