timestamp_unix,target,pid,container_cpu_percent,process_cpu_percent,process_cpu_ticks,vmrss_bytes,vmhwm_bytes,effective_cpu_affinity,cgroup_memory_current_bytes,cgroup_memory_peak_bytes,cgroup_memory_limit_bytes,jvm_heap_available,jvm_heap_used_bytes,jvm_heap_committed_bytes,jvm_heap_max_bytes
1785706297.2358406,hydra,46299,,0.0,1,8499200,8499200,4,18075648,380125184,,False,,,
1785706298.2364144,hydra,46299,,49.9825,51,18153472,18153472,4,27541504,380125184,,False,,,
1785706299.2371771,hydra,46299,,48.9756,100,20856832,20856832,4,30371840,380125184,,False,,,
1785706300.2379339,hydra,46299,,46.9774,147,21118976,21118976,4,37617664,380125184,,False,,,
1785706301.2385046,hydra,46299,,60.9808,208,28581888,28581888,4,45940736,380125184,,False,,,
1785706302.2391727,hydra,46299,,48.9799,257,32681984,32681984,4,58097664,380125184,,False,,,
1785706303.2396817,hydra,46299,,45.9872,303,36233216,36233216,4,61485056,380125184,,False,,,
1785706304.240333,hydra,46299,,49.9785,353,40828928,40828928,4,74203136,380125184,,False,,,
1785706305.2410326,hydra,46299,,55.9745,409,44761088,44761088,4,86384640,380125184,,False,,,
1785706306.2417772,hydra,46299,,46.9808,456,52060160,52060160,4,93536256,380125184,,False,,,
1785706307.242459,hydra,46299,,42.9803,499,52060160,52060160,4,97894400,380125184,,False,,,
1785706308.2430887,hydra,46299,,61.9769,561,59736064,59736064,4,109662208,380125184,,False,,,
1785706309.2437353,hydra,46299,,45.9824,607,64790528,64790528,4,123002880,380125184,,False,,,
1785706310.2442575,hydra,46299,,43.9872,651,68325376,68325376,4,126783488,380125184,,False,,,
1785706311.244887,hydra,46299,,46.9813,698,72908800,72908800,4,139563008,380125184,,False,,,
1785706312.2451963,hydra,46299,,,,,,,,,,False,,,
1785706313.2454789,hydra,46299,,,,,,,,,,False,,,
1785706314.245679,hydra,46299,,,,,,,,,,False,,,
1785706315.2458913,hydra,46299,,,,,,,,,,False,,,
1785706316.2460473,hydra,46299,,,,,,,,,,False,,,
