timestamp_unix,target,pid,container_cpu_percent,process_cpu_percent,process_cpu_ticks,vmrss_bytes,vmhwm_bytes,effective_cpu_affinity,cgroup_memory_current_bytes,cgroup_memory_peak_bytes,cgroup_memory_limit_bytes,cgroup_memory_anon_bytes,cgroup_memory_file_bytes,cgroup_memory_slab_bytes,smaps_rollup_rss_bytes,smaps_rollup_pss_anon_bytes,smaps_rollup_pss_file_bytes,process_threads,process_fd_count,jvm_heap_available,jvm_heap_used_bytes,jvm_heap_committed_bytes,jvm_heap_max_bytes
1785715497.7292995,redis,125434,0.0,0.0,4,10915840,10915840,0-15,2961408,4984832,,2531328,0,216208,10915840,2531328,8380416,5,,False,,,
1785715498.730433,redis,125434,0.0034,0.0,4,10915840,10915840,0-15,3223552,4984832,,2531328,0,216512,10915840,2531328,8380416,5,,False,,,
1785715499.7314212,redis,125434,0.0028,0.0,4,10915840,10915840,0-15,3223552,4984832,,2531328,0,216512,10915840,2531328,8380416,5,,False,,,
1785715500.7323914,redis,125434,0.003,0.0,4,10915840,10915840,0-15,3223552,4984832,,2531328,0,216512,10915840,2531328,8380416,5,,False,,,
1785715501.7336104,redis,125434,0.0031,0.0,4,10915840,10915840,0-15,3223552,4984832,,2531328,0,216512,10915840,2531328,8380416,5,,False,,,
1785715502.7352977,redis,125434,0.0051,0.0,4,10915840,10915840,0-15,3223552,4984832,,2531328,0,216512,10915840,2531328,8380416,5,,False,,,
1785715503.7367013,redis,125434,0.0025,0.0,4,10915840,10915840,0-15,3223552,4984832,,2531328,0,216512,10915840,2531328,8380416,5,,False,,,
1785715504.7377405,redis,125434,0.0027,0.0,4,10915840,10915840,0-15,3223552,4984832,,2531328,0,216512,10915840,2531328,8380416,5,,False,,,
1785715505.7387152,redis,125434,0.0031,0.0,4,10915840,10915840,0-15,3223552,4984832,,2531328,0,216512,10915840,2531328,8380416,5,,False,,,
1785715506.739663,redis,125434,0.0028,0.0,4,10915840,10915840,0-15,3223552,4984832,,2531328,0,216512,10915840,2531328,8380416,5,,False,,,
1785715507.7406144,redis,125434,0.0026,0.0,4,10915840,10915840,0-15,3223552,4984832,,2531328,0,216512,10915840,2531328,8380416,5,,False,,,
1785715508.7416093,redis,125434,0.0026,0.0,4,10915840,10915840,0-15,3223552,4984832,,2531328,0,216512,10915840,2531328,8380416,5,,False,,,
1785715509.7426946,redis,125434,0.0032,0.0,4,10915840,10915840,0-15,3223552,4984832,,2531328,0,216512,10915840,2531328,8380416,5,,False,,,
1785715510.7436502,redis,125434,0.0026,0.0,4,10915840,10915840,0-15,3223552,4984832,,2531328,0,216512,10915840,2531328,8380416,5,,False,,,
1785715511.7445765,redis,125434,0.0031,0.0,4,10915840,10915840,0-15,3223552,4984832,,2531328,0,216512,10915840,2531328,8380416,5,,False,,,
1785715512.7456563,redis,125434,0.0031,0.0,4,10915840,10915840,0-15,3223552,4984832,,2531328,0,216512,10915840,2531328,8380416,5,,False,,,
1785715513.746632,redis,125434,0.0029,0.0,4,10915840,10915840,0-15,3223552,4984832,,2531328,0,216512,10915840,2531328,8380416,5,,False,,,
1785715514.7475681,redis,125434,0.003,0.0,4,10915840,10915840,0-15,3223552,4984832,,2531328,0,216512,10915840,2531328,8380416,5,,False,,,
1785715515.7485273,redis,125434,0.0027,0.0,4,10915840,10915840,0-15,3223552,4984832,,2531328,0,216512,10915840,2531328,8380416,5,,False,,,
1785715516.7494936,redis,125434,0.0031,0.0,4,10915840,10915840,0-15,3223552,4984832,,2531328,0,216512,10915840,2531328,8380416,5,,False,,,
1785715517.7505093,redis,125434,0.0026,0.0,4,10915840,10915840,0-15,3223552,4984832,,2531328,0,216512,10915840,2531328,8380416,5,,False,,,
1785715518.7515652,redis,125434,0.0027,0.0,4,10915840,10915840,0-15,3223552,4984832,,2531328,0,216512,10915840,2531328,8380416,5,,False,,,
1785715519.7524803,redis,125434,0.0031,0.0,4,10915840,10915840,0-15,3223552,4984832,,2531328,0,216512,10915840,2531328,8380416,5,,False,,,
1785715520.7534482,redis,125434,0.0026,0.0,4,10915840,10915840,0-15,3223552,4984832,,2531328,0,216512,10915840,2531328,8380416,5,,False,,,
1785715521.7547984,redis,125434,0.0029,0.0,4,10915840,10915840,0-15,3223552,4984832,,2531328,0,216512,10915840,2531328,8380416,5,,False,,,
1785715522.755752,redis,125434,0.0028,0.0,4,10915840,10915840,0-15,3223552,4984832,,2531328,0,216512,10915840,2531328,8380416,5,,False,,,
1785715523.7567854,redis,125434,0.0032,0.0,4,10915840,10915840,0-15,3223552,4984832,,2531328,0,216512,10915840,2531328,8380416,5,,False,,,
1785715524.7577994,redis,125434,0.0026,0.0,4,10915840,10915840,0-15,3223552,4984832,,2531328,0,216512,10915840,2531328,8380416,5,,False,,,
1785715525.7587385,redis,125434,0.0025,0.0,4,10915840,10915840,0-15,3223552,4984832,,2531328,0,216512,10915840,2531328,8380416,5,,False,,,
1785715526.7596765,redis,125434,0.0023,0.0,4,10915840,10915840,0-15,3223552,4984832,,2531328,0,216512,10915840,2531328,8380416,5,,False,,,
